Operon,IdGene,Type,COGgene,PosLeft,PosRight,Strand,Function
1306,cds2368,CDS,ROG6567,2183829,2184386,+,NA
1307,cds2369,CDS,NA,2184367,2184552,-,NA
1308,cds2370,CDS,NA,2184586,2185002,+,NA
1309,cds2371,CDS,NA,2185005,2186129,-,NA
1310,cds2372,CDS,COG0477,2186245,2187588,+,[GEPR] Permeases of the major facilitator superfamily
1311,cds2373,CDS,COG3842,2187625,2188680,-,"[E] ABC-type spermidine/putrescine transport systems, ATPase components"
1311,cds2374,CDS,COG0395,2188684,2189535,-,"[G] ABC-type sugar transport system, permease component"
1312,cds2375,CDS,COG0559,2189663,2190484,+,"[E] Branched-chain amino acid ABC-type transport system,"
1312,cds2376,CDS,COG4177,2190484,2191530,+,"[E] ABC-type branched-chain amino acid transport system,"
1313,cds2377,CDS,ROG1097,2192215,2192724,-,NA
1314,cds2378,CDS,COG4900,2193181,2193564,-,[R] Predicted metallopeptidase    
1314,cds2379,CDS,COG1402,2193561,2194262,-,"[R] Uncharacterized protein, putative amidase  "
1315,cds2380,CDS,COG3385,2194580,2195572,+,[L] FOG: Transposase and inactivated derivatives 
1316,speB_2,CDS,COG0010,2195749,2196666,-,"[E] Arginase/agmatinase/formimionoglutamate hydrolase, arginase family  "
1317,cds2382,CDS,COG1573,2196849,2197517,-,[L] Uracil-DNA glycosylase    
1317,cds2383,CDS,NA,2197556,2197819,-,NA
1317,cds2384,CDS,NA,2197857,2198144,-,NA
1318,cds2385,CDS,ROG1631,2198301,2198933,+,NA
1319,cds2386,CDS,COG2442,2198920,2199471,-,[S] Uncharacterized conserved protein   
1319,cds2387,CDS,COG0624,2199510,2200823,-,[E] Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
1320,cds2388,CDS,COG2368,2200953,2202470,+,[Q] Aromatic ring hydroxylase   
1321,cds2389,CDS,COG0517,2202487,2203239,-,[R] FOG: CBS domain   
1321,cds2390,CDS,NA,2203273,2203806,-,NA
1322,cds2391,CDS,COG3387,2203914,2205650,+,[G] Glucoamylase and related glycosyl hydrolases 
1322,cds2392,CDS,COG1602,2205673,2206866,+,[S] Uncharacterized conserved protein   
1322,cds2393,CDS,COG1533,2206863,2207639,+,[L] DNA repair photolyase   
1323,cds2394,CDS,COG4831,2207642,2207980,-,[S] Uncharacterized conserved protein   
1324,cds2395,CDS,COG2270,2208187,2209440,-,[R] Permeases of the major facilitator superfamily
1325,cds2396,CDS,COG2017,2209594,2210382,+,[G] Galactose mutarotase and related enzymes 
1326,cds2397,CDS,ROG6782,2210454,2211263,+,NA
1327,cds2398,CDS,COG1633,2211258,2212298,-,[S] Uncharacterized conserved protein   
1328,cds2399,CDS,ROG7145,2212389,2213738,-,NA
1328,cds2400,CDS,ROG7735,2213741,2214241,-,NA
1329,cds2401,CDS,ROG6408,2214560,2215093,-,NA
1329,cds2402,CDS,COG3387,2215093,2216847,-,[G] Glucoamylase and related glycosyl hydrolases 
1330,cds2403,CDS,COG0438,2217058,2218455,+,[M] Glycosyltransferase     
1331,cds2404,CDS,COG1013,2218458,2219357,-,"[C] Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases,"
1331,cds2405,CDS,COG0674,2219326,2220528,-,"[C] Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases,"
1331,cds2406,CDS,COG1144,2220525,2220788,-,"[C] Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases,"
1331,cds2407,CDS,COG1014,2220775,2221329,-,"[C] Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases,"
1331,cds2408,CDS,COG0437,2221393,2222589,-,[C] Fe-S-cluster-containing hydrogenase components 1  
1332,cds2409,CDS,NA,2222656,2222904,+,NA
1333,cds2410,CDS,COG1529,2222888,2225176,-,"[C] Aerobic-type carbon monoxide dehydrogenase, large subunit"
1333,cds2411,CDS,COG1960,2225173,2226369,-,[I] Acyl-CoA dehydrogenases    
1333,cds2412,CDS,COG2025,2226394,2227257,-,"[C] Electron transfer flavoprotein, alpha subunit "
1333,cds2413,CDS,COG2086,2227259,2227987,-,"[C] Electron transfer flavoprotein, beta subunit "
1334,cds2414,CDS,COG1145,2228084,2229967,+,[C] Ferredoxin     
1334,cds2415,CDS,COG0492,2230051,2231028,+,[O] Thioredoxin reductase    
1334,cds2416,CDS,ROG1962,2231059,2232414,+,NA
1335,cds2417,CDS,NA,2232444,2233040,-,NA
1336,cds2418,CDS,COG0668,2233314,2234243,+,[M] Small-conductance mechanosensitive channel   
1336,cds2419,CDS,COG0402,2234271,2235503,+,[FR] Cytosine deaminase and related metal-dependent hydrolases
1336,cds2420,CDS,COG4280,2235541,2236167,+,[S] Predicted membrane protein   
1337,cds2421,CDS,COG0179,2236170,2237084,-,"[Q] 2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)"
1337,cds2422,CDS,COG3960,2237115,2238710,-,[R] Glyoxylate carboligase    
1337,cds2423,CDS,COG0438,2238736,2239785,-,[M] Glycosyltransferase     
1337,cds2424,CDS,COG2440,2239803,2240072,-,[C] Ferredoxin-like protein    
1337,cds2425,CDS,COG0644,2240069,2241292,-,[C] Dehydrogenases (flavoproteins)    
1337,cds2426,CDS,ROG6397,2241312,2241668,-,NA
1337,cds2427,CDS,COG0589,2241697,2242116,-,[T] Universal stress protein UspA and related
1337,cds2428,CDS,COG0667,2242151,2243029,-,[C] Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
1338,cds2429,CDS,COG1071,2243131,2244168,+,"[C] Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component,"
1338,cds2430,CDS,COG0022,2244405,2245169,+,"[C] Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component,"
1339,cds2431,CDS,COG3385,2245457,2246435,+,[L] FOG: Transposase and inactivated derivatives 
1340,cds2432,CDS,COG0675,2246511,2247716,+,[L] Transposase and inactivated derivatives  
1340,cds2433,CDS,COG2002,2247757,2247954,+,[K] Regulators of stationary/sporulation gene expression 
1341,cds2434,CDS,COG2402,2248192,2248383,+,"[R] Predicted nucleic acid-binding protein, contains PIN"
1342,cds2435,CDS,COG0586,2248472,2249056,+,[S] Uncharacterized membrane-associated protein   
1343,cds2436,CDS,COG0668,2249151,2249768,+,[M] Small-conductance mechanosensitive channel   
1344,cds2437,CDS,COG1373,2250163,2251479,+,[R] Predicted ATPase (AAA+ superfamily)  
1345,cds2438,CDS,NA,2251664,2252521,-,NA
1345,cds2439,CDS,NA,2252556,2252891,-,NA
1345,cds2440,CDS,NA,2252926,2253216,-,NA
1346,cds2441,CDS,NA,2253898,2254221,-,NA
1346,cds2442,CDS,COG5048,2254231,2254437,-,[R] FOG: Zn-finger    
1347,cds2443,CDS,ROG8158,2254641,2254882,+,NA
1348,rna50,tRNA,NA,2254833,2254907,-,NA
1349,cds2444,CDS,NA,2255408,2255602,+,NA
1350,cds2445,CDS,COG3511,2255775,2257304,-,[M] Phospholipase C    
1351,cds2446,CDS,COG5440,2257396,2257806,-,[S] Uncharacterized conserved protein   
1351,cds2447,CDS,ROG2916,2257809,2258381,-,NA
1351,cds2448,CDS,COG1145,2258378,2259859,-,[C] Ferredoxin     
1351,cds2449,CDS,ROG2746,2259859,2260509,-,NA
1351,cds2450,CDS,COG0437,2260532,2261374,-,[C] Fe-S-cluster-containing hydrogenase components 1  
1351,cds2451,CDS,COG0243,2261385,2265668,-,"[C] Anaerobic dehydrogenases, typically selenocysteine-containing  "
1351,cds2452,CDS,COG0457,2265749,2266573,-,[R] FOG: TPR repeat   
1352,cds2453,CDS,COG3301,2266684,2267760,+,"[P] Formate-dependent nitrite reductase, membrane component "
1353,cds2454,CDS,ROG6989,2267928,2268554,+,NA
1353,cds2455,CDS,NA,2268551,2269450,+,NA
1354,cds2456,CDS,COG0604,2269439,2270431,-,[CR] NADPH:quinone reductase and related Zn-dependent oxidoreductases
1355,cds2457,CDS,ROG8262,2270621,2271448,+,NA
1356,cds2458,CDS,NA,2271483,2272232,-,NA
1357,cds2459,CDS,NA,2272578,2272775,+,NA
1358,cds2460,CDS,ROG0347,2272812,2273249,-,NA
1359,cbsA,CDS,ROG6310,2273673,2275088,+,NA
1359,cbsB_2,CDS,ROG6104,2275085,2276029,+,NA
1359,soxL2,CDS,COG0723,2276066,2277040,+,[C] Rieske Fe-S protein   
1359,cds2464,CDS,COG1290,2277086,2278696,+,[C] Cytochrome b subunit of the bc
1359,cds2465,CDS,COG2329,2278709,2279002,+,[R] Uncharacterized enzyme involved in biosynthesis of
1360,cds2466,CDS,COG2217,2279120,2279398,+,[P] Cation transport ATPase   
1361,cds2467,CDS,ROG3300,2279626,2280510,-,NA
1362,cds2468,CDS,ROG5986,2280611,2281693,+,NA
1362,cds2469,CDS,COG1146,2281713,2283131,+,[C] Ferredoxin     
1363,cds2470,CDS,NA,2283327,2283854,-,NA
1364,cds2471,CDS,COG2865,2283933,2284703,-,[K] Predicted transcriptional regulator containing an HTH
1364,cds2472,CDS,COG5466,2284711,2284914,-,[S] Predicted small metal-binding protein  
1365,cds2473,CDS,COG5466,2285010,2285369,+,[S] Predicted small metal-binding protein  
1366,cds2474,CDS,COG3589,2285917,2286072,+,[S] Uncharacterized conserved protein   
1367,cds2475,CDS,COG3547,2286325,2286561,-,[L] Transposase and inactivated derivatives  
1368,cds2476,CDS,COG0318,2286749,2288269,+,[IQ] Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II 
1368,cds2477,CDS,COG2421,2288309,2289265,+,[C] Predicted acetamidase/formamidase    
1369,cds2478,CDS,COG3247,2289738,2290532,-,[S] Uncharacterized conserved protein   
1370,cds2479,CDS,COG0454,2290622,2291104,-,[KR] Histone acetyltransferase HPA2 and related acetyltransferases
1371,cds2480,CDS,NA,2291228,2291533,-,NA
1372,cds2481,CDS,COG0674,2291871,2293769,+,"[C] Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases,"
1372,cds2482,CDS,COG1013,2293756,2294673,+,"[C] Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases,"
1373,cds2483,CDS,COG2025,2294842,2296674,+,"[C] Electron transfer flavoprotein, alpha subunit "
1373,cds2484,CDS,COG0644,2296677,2297864,+,[C] Dehydrogenases (flavoproteins)    
1373,cds2485,CDS,COG2440,2297861,2298148,+,[C] Ferredoxin-like protein    
1374,cds2486,CDS,COG0574,2298145,2299083,-,[G] Phosphoenolpyruvate synthase/pyruvate phosphate dikinase  
1374,cds2487,CDS,COG1526,2299146,2299913,-,[C] Uncharacterized protein required for formate dehydrogenase
1374,cds2488,CDS,COG2427,2299894,2300250,-,[S] Uncharacterized conserved protein   
1374,cds2489,CDS,COG3383,2300214,2303153,-,[R] Uncharacterized anaerobic dehydrogenase   
1375,cds2490,CDS,NA,2303427,2303903,-,NA
1375,cds2491,CDS,COG2041,2303890,2304519,-,[R] Sulfite oxidase and related enzymes 
1376,cds2492,CDS,COG1226,2304603,2305622,+,"[P] Kef-type K+ transport systems, predicted NAD-binding"
1377,cds2493,CDS,COG3432,2305802,2306116,+,[K] Predicted transcriptional regulator   
1378,cds2494,CDS,NA,2306128,2306541,-,NA
1379,cds2495,CDS,COG0668,2306641,2307597,-,[M] Small-conductance mechanosensitive channel   
1380,cds2496,CDS,NA,2307687,2309315,-,NA
1381,cds2497,CDS,COG0464,2309522,2311279,-,[O] ATPases of the AAA+ class 
1382,cds2498,CDS,COG1943,2311479,2311886,+,[L] Transposase and inactivated derivatives  
1382,cds2499,CDS,COG0675,2311861,2313066,+,[L] Transposase and inactivated derivatives  
1383,cds2500,CDS,COG2129,2313106,2313348,-,"[R] Predicted phosphoesterases, related to the Icc"
1383,cds2501,CDS,COG0531,2313399,2314958,-,[E] Amino acid transporters   
1383,cds2502,CDS,COG0160,2315037,2316359,-,[E] 4-aminobutyrate aminotransferase and related aminotransferases 
1384,cds2503,CDS,COG0531,2316672,2318261,+,[E] Amino acid transporters   
1385,cds2504,CDS,COG2129,2318340,2319314,+,"[R] Predicted phosphoesterases, related to the Icc"
1386,cds2505,CDS,COG0160,2319367,2320701,-,[E] 4-aminobutyrate aminotransferase and related aminotransferases 
1387,cds2506,CDS,COG2195,2320784,2321989,-,[E] Di- and tripeptidases   
1387,cds2507,CDS,NA,2322031,2322492,-,NA
1388,cds2508,CDS,COG0738,2322907,2324166,+,[G] Fucose permease    
1388,cds2509,CDS,COG1063,2324169,2325122,+,[ER] Threonine dehydrogenase and related Zn-dependent dehydrogenases
1389,cds2510,CDS,COG2814,2325115,2326524,-,[G] Arabinose efflux permease   
1390,cds2511,CDS,COG0395,2326608,2328254,-,"[G] ABC-type sugar transport system, permease component"
1390,cds2512,CDS,COG3839,2328247,2329191,-,"[G] ABC-type sugar transport systems, ATPase components"
1390,cds2513,CDS,ROG7921,2329234,2330670,-,NA
1391,cds2514,CDS,COG0727,2330746,2331375,-,[R] Predicted Fe-S-cluster oxidoreductase   
1392,cds2515,CDS,COG0457,2331495,2332403,+,[R] FOG: TPR repeat   
1393,cds2516,CDS,COG0309,2332390,2333415,-,[O] Hydrogenase maturation factor   
1394,cds2517,CDS,COG2259,2333641,2334042,+,[S] Predicted membrane protein   
1395,cds2518,CDS,COG2820,2334317,2335027,-,[F] Uridine phosphorylase    
1395,cds2519,CDS,COG3386,2335058,2335915,-,[G] Gluconolactonase     
1395,cds2520,CDS,COG2211,2335936,2337645,-,[G] Na+/melibiose symporter and related transporters 
1396,cds2521,CDS,NA,2337735,2338130,-,NA
1397,cds2522,CDS,ROG7415,2338198,2338461,+,NA
1397,cds2523,CDS,ROG7338,2338452,2339492,+,NA
1398,cds2524,CDS,NA,2339470,2340645,-,NA
1399,cds2525,CDS,COG5424,2341064,2341975,+,[H] Pyrroloquinoline quinone (Coenzyme PQQ) biosynthesis protein
1399,cds2526,CDS,ROG4848,2341972,2342292,+,NA
1400,cds2527,CDS,COG1545,2342284,2342559,-,[R] Predicted nucleic-acid-binding protein containing a Zn-ribbon
1400,cds2528,CDS,NA,2342556,2343686,-,NA
1401,cds2529,CDS,COG0675,2343911,2345116,-,[L] Transposase and inactivated derivatives  
1402,cds2530,CDS,COG3385,2345192,2346170,-,[L] FOG: Transposase and inactivated derivatives 
1403,cds2531,CDS,COG4274,2346362,2346670,+,[S] Uncharacterized conserved protein   
1404,cds2532,CDS,COG0501,2346674,2347504,-,[O] Zn-dependent protease with chaperone function 
1405,cds2533,CDS,COG1506,2347580,2349355,+,[E] Dipeptidyl aminopeptidases/acylaminoacyl-peptidases    
1406,cds2534,CDS,COG0517,2349352,2349753,-,[R] FOG: CBS domain   
1407,cds2535,CDS,COG4175,2349889,2350257,-,"[E] ABC-type proline/glycine betaine transport system, ATPase"
1408,merA,CDS,COG1249,2350398,2351759,-,"[C] Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3)"
1408,cds2537,CDS,ROG2092,2351773,2351967,-,NA
1409,cds2538,CDS,COG0640,2352063,2352410,+,[K] Predicted transcriptional regulators   
1410,cds2539,CDS,NA,2352394,2352645,-,NA
1410,cds2540,CDS,COG1531,2352705,2352947,-,[S] Uncharacterized protein conserved in archaea 
1411,cds2541,CDS,ROG7744,2353093,2353821,+,NA
1411,cds2542,CDS,ROG7565,2353880,2354296,+,NA
1411,cds2543,CDS,NA,2354299,2354688,+,NA
1411,cds2544,CDS,ROG7565,2354716,2355135,+,NA
1411,cds2545,CDS,COG0630,2355176,2356723,+,"[NU] Type IV secretory pathway, VirB11 components,"
1411,cds2546,CDS,COG2064,2356716,2358692,+,[NU] Flp pilus assembly protein TadC 
1411,cds2547,CDS,NA,2358726,2360246,+,NA
1412,cds2548,CDS,NA,2360235,2360990,-,NA
1413,cds2549,CDS,COG1662,2361091,2361798,+,"[L] Transposase and inactivated derivatives, IS1 family"
1414,cds2550,CDS,COG2146,2361869,2362171,+,[PR] Ferredoxin subunits of nitrite reductase and
1415,cds2551,CDS,COG0603,2362382,2363023,-,[R] Predicted PP-loop superfamily ATPase  
1416,cds2552,CDS,NA,2363742,2365157,-,NA
1417,cds2553,CDS,ROG2022,2365706,2366077,-,NA
1417,cds2554,CDS,ROG2022,2366034,2366516,-,NA
1417,cds2555,CDS,COG1943,2366532,2366783,-,[L] Transposase and inactivated derivatives  
1418,cds2556,CDS,COG3677,2366846,2367497,-,[L] Transposase and inactivated derivatives  
1419,cds2557,CDS,ROG2042,2367720,2368112,+,NA
1420,cds2558,CDS,COG0308,2368114,2370468,-,[E] Aminopeptidase N    
1421,cds2559,CDS,COG4354,2370463,2372448,+,[G] Predicted bile acid beta-glucosidase  
1422,nagA,CDS,COG1820,2372524,2373615,-,[G] N-acetylglucosamine-6-phosphate deacetylase    
1422,cds2561,CDS,COG1124,2373599,2374582,-,"[EP] ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component"
1422,cds2562,CDS,COG0444,2374563,2375522,-,"[EP] ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component"
1423,cds2563,CDS,COG1173,2375602,2376471,+,"[EP] ABC-type dipeptide/oligopeptide/nickel transport systems, permease components"
1424,cds2564,CDS,COG0747,2376523,2378601,-,"[E] ABC-type dipeptide transport system, periplasmic component"
1425,cds2565,CDS,COG0601,2378697,2379698,+,"[EP] ABC-type dipeptide/oligopeptide/nickel transport systems, permease components"
1426,cds2566,CDS,NA,2379843,2380349,-,NA
1426,cds2567,CDS,NA,2380346,2380819,-,NA
1427,cds2568,CDS,COG4948,2380884,2382065,+,[MR] L-alanine-DL-glutamate epimerase and related enzymes of
1428,cds2569,CDS,COG1028,2382066,2382824,-,[IQR] Dehydrogenases with different specificities (related to
1429,cds2570,CDS,ROG8318,2383104,2383685,+,NA
1430,cds2571,CDS,ROG8107,2383723,2384124,-,NA
1430,cds2572,CDS,ROG6405,2384126,2384590,-,NA
1430,cds2573,CDS,COG0723,2384568,2385542,-,[C] Rieske Fe-S protein   
1431,cds2574,CDS,NA,2385983,2386489,+,NA
1431,cds2575,CDS,COG0843,2386489,2388018,+,"[C] Heme/copper-type cytochrome/quinol oxidases, subunit 1 "
1431,cds2576,CDS,COG1290,2388011,2389684,+,[C] Cytochrome b subunit of the bc
1432,cds2577,CDS,NA,2389821,2390015,+,NA
1433,cds2578,CDS,COG0671,2390231,2390890,+,[I] Membrane-associated phospholipid phosphatase   
1433,cds2579,CDS,COG3355,2390903,2391394,+,[K] Predicted transcriptional regulator   
1434,cds2580,CDS,COG3350,2391485,2391655,+,[S] Uncharacterized conserved protein   
1434,cds2581,CDS,COG2217,2391645,2393891,+,[P] Cation transport ATPase   
1435,cds2582,CDS,ROG5858,2393972,2394409,-,NA
1436,cds2583,CDS,COG4555,2394584,2395513,+,"[CP] ABC-type Na+ transport system, ATPase component"
1436,cds2584,CDS,COG0842,2395504,2396307,+,"[V] ABC-type multidrug transport system, permease component"
1437,cds2585,CDS,NA,2396375,2396797,-,NA
1438,cds2586,CDS,ROG0713,2396941,2397513,-,NA
1438,cds2587,CDS,COG0247,2397506,2398693,-,[C] Fe-S oxidoreductase    
1438,cds2588,CDS,COG1592,2398693,2399127,-,[C] Rubrerythrin     
1439,cds2589,CDS,NA,2399210,2399686,-,NA
1439,cds2590,CDS,NA,2399679,2399990,-,NA
1440,cds2591,CDS,COG1529,2400122,2402371,-,"[C] Aerobic-type carbon monoxide dehydrogenase, large subunit"
1440,cds2592,CDS,COG2080,2402368,2402859,-,"[C] Aerobic-type carbon monoxide dehydrogenase, small subunit"
1440,cds2593,CDS,COG1319,2402860,2403708,-,"[C] Aerobic-type carbon monoxide dehydrogenase, middle subunit"
1441,cds2594,CDS,COG0709,2403914,2405308,-,[E] Selenophosphate synthase    
1442,cds2595,CDS,COG0607,2405451,2405858,+,[P] Rhodanese-related sulfurtransferase    
1442,cds2596,CDS,COG3177,2405915,2406151,+,[S] Uncharacterized conserved protein   
1443,cds2597,CDS,ROG2312,2406148,2406501,-,NA
1444,cds2598,CDS,COG2427,2406571,2407695,-,[S] Uncharacterized conserved protein   
1444,cds2599,CDS,COG2210,2407698,2408078,-,[S] Uncharacterized conserved protein   
1444,cds2600,CDS,COG1252,2408080,2409237,-,"[C] NADH dehydrogenase, FAD-containing subunit  "
1444,cds2601,CDS,COG0425,2409250,2409483,-,"[O] Predicted redox protein, regulator of disulfide"
1445,cds2602,CDS,ROG0604,2409654,2410016,-,NA
1445,cds2603,CDS,COG1541,2410071,2411378,-,[H] Coenzyme F390 synthetase   
1445,cds2604,CDS,COG1545,2411378,2411761,-,[R] Predicted nucleic-acid-binding protein containing a Zn-ribbon
1445,cds2605,CDS,COG0332,2411768,2412931,-,[I] 3-oxoacyl-[acyl-carrier-protein] synthase III   
1446,cds2606,CDS,COG1024,2412993,2413790,+,[I] Enoyl-CoA hydratase/carnithine racemase   
1446,cds2607,CDS,COG1024,2413777,2414526,+,[I] Enoyl-CoA hydratase/carnithine racemase   
1446,cds2608,CDS,COG2050,2414527,2414907,+,"[Q] Uncharacterized protein, possibly involved in aromatic"
1447,cds2609,CDS,ROG5233,2415005,2416015,+,NA
1447,cds2610,CDS,ROG0259,2416058,2417002,+,NA
1448,cds2611,CDS,COG0747,2417146,2419332,+,"[E] ABC-type dipeptide transport system, periplasmic component"
1448,cds2612,CDS,COG0601,2419423,2420454,+,"[EP] ABC-type dipeptide/oligopeptide/nickel transport systems, permease components"
1448,cds2613,CDS,COG1173,2420447,2421343,+,"[EP] ABC-type dipeptide/oligopeptide/nickel transport systems, permease components"
1448,cds2614,CDS,COG0444,2421353,2422318,+,"[EP] ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component"
1448,cds2615,CDS,COG1123,2422311,2423282,+,[R] ATPase components of various ABC-type transport
1448,cds2616,CDS,ROG0124,2423224,2423631,+,NA
1449,cds2617,CDS,COG1225,2423668,2424138,-,[O] Peroxiredoxin     
1449,cds2618,CDS,COG0265,2424196,2425089,-,"[O] Trypsin-like serine proteases, typically periplasmic, contain"
1450,cds2619,CDS,ROG0411,2425285,2425785,+,NA
